Gridded_UID,Desktop_UID,marxancode,section,speciesgroup,species,featuretype,attributetype,,final_target_low,final_target_med,final_target_high,Issue,Tracked,species name,postremoval
eco_coarse_geomorphicunits_polygons_d_sloperidge,eco_coarse_geomorphicunits_polygons_d_sloperidge,3031200,eco,coarse,geomorphicunits,polygons,sloperidge,Geomorphic Units sloperidge,10,20,30,,,Geomorphic Units,no
eco_coarse_geomorphicunits_polygons_d_slopewallsloping,eco_coarse_geomorphicunits_polygons_d_slopewallsloping,3031300,eco,coarse,geomorphicunits,polygons,slopewallsloping,Geomorphic Units slopewallsloping,10,20,30,,,Geomorphic Units,no
eco_coarse_geomorphicunits_polygons_d_slopewallsteep,eco_coarse_geomorphicunits_polygons_d_slopewallsteep,3031400,eco,coarse,geomorphicunits,polygons,slopewallsteep,Geomorphic Units slopewallsteep,10,20,30,,,Geomorphic Units,no
eco_coarse_oceanreg_polygons_d,eco_coarse_oceanreg_polygons_d,3080100-3081500,eco,coarse,oceanreg,polygons,,ocean reg,10,20,30,,,ocean reg,yes
eco_coarse_oceanreg_polygons_d_aristazabalbanksupwelling,eco_coarse_oceanreg_polygons_d_id10,3080100,eco,coarse,oceanreg,polygons,aristazabalbanksupwelling,ocean reg aristazabalbanksupwelling,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_mainlandfjords,eco_coarse_oceanreg_polygons_d_id11,3080200,eco,coarse,oceanreg,polygons,mainlandfjords,ocean reg mainlandfjords,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_capestjamestidalmixing,eco_coarse_oceanreg_polygons_d_id12,3080300,eco,coarse,oceanreg,polygons,capestjamestidalmixing,ocean reg capestjamestidalmixing,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_easternqueencharlottesound,eco_coarse_oceanreg_polygons_d_id13,3080400,eco,coarse,oceanreg,polygons,easternqueencharlottesound,ocean reg easternqueencharlottesound,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_capescotttidalmixing,eco_coarse_oceanreg_polygons_d_id14,3080500,eco,coarse,oceanreg,polygons,capescotttidalmixing,ocean reg capescotttidalmixing,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_johnstonestrait,eco_coarse_oceanreg_polygons_d_id15,3080600,eco,coarse,oceanreg,polygons,johnstonestrait,ocean reg johnstonestrait,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_vancouverislandshelfbreak,eco_coarse_oceanreg_polygons_d_id16,3080600,eco,coarse,oceanreg,polygons,vancouverislandshelfbreak,ocean reg vancouverislandshelfbreak,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_vancouverislandinnershelf,eco_coarse_oceanreg_polygons_d_id17,3080600,eco,coarse,oceanreg,polygons,vancouverislandinnershelf,ocean reg vancouverislandinnershelf,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_northernstraitofgeorgia,eco_coarse_oceanreg_polygons_d_id18,3080700,eco,coarse,oceanreg,polygons,northernstraitofgeorgia,ocean reg northernstraitofgeorgia,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_coastalmixingregion,eco_coarse_oceanreg_polygons_d_id2,3080800,eco,coarse,oceanreg,polygons,coastalmixingregion,ocean reg coastalmixingregion,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_sealaskamixingregion,eco_coarse_oceanreg_polygons_d_id3,3080900,eco,coarse,oceanreg,polygons,sealaskamixingregion,ocean reg sealaskamixingregion,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_dixonentrancecoastalflowregion,eco_coarse_oceanreg_polygons_d_id4,3081000,eco,coarse,oceanreg,polygons,dixonentrancecoastalflowregion,ocean reg dixonentrancecoastalflowregion,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_westcoastqciupwellingregion,eco_coarse_oceanreg_polygons_d_id5,3081100,eco,coarse,oceanreg,polygons,westcoastqciupwellingregion,ocean reg westcoastqciupwellingregion,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_lowflownearshore,eco_coarse_oceanreg_polygons_d_id6,3081200,eco,coarse,oceanreg,polygons,lowflownearshore,ocean reg lowflownearshore,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_dogfishbankfrontalregion,eco_coarse_oceanreg_polygons_d_id7,3081300,eco,coarse,oceanreg,polygons,dogfishbankfrontalregion,ocean reg dogfishbankfrontalregion,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_rosespiteddy,eco_coarse_oceanreg_polygons_d_id8,3081400,eco,coarse,oceanreg,polygons,rosespiteddy,ocean reg rosespiteddy,10,20,30,,,ocean reg,no
eco_coarse_oceanreg_polygons_d_hecatestrait,eco_coarse_oceanreg_polygons_d_id9,3081500,eco,coarse,oceanreg,polygons,hecatestrait,ocean reg hecatestrait,10,20,30,,,ocean reg,no
eco_fish_arrowtooth_phmasynsab_m,eco_fish_arrowtooth_phmasynsab_m,6010100,eco,fish,arrowtooth,phmasynsab,,Arrowtooth flounder,10,15,20,,,Arrowtooth flounder,no
eco_fish_bocaccio_phmasyn_m,eco_fish_rockfishbocaccio_phmasyn_m,6100100,eco,fish,rockfishbocaccio,phmasyn,,Bocaccio,40,50,60,,,Bocaccio,no
eco_fish_dogfish_phmasyn_m,eco_fish_dogfish_phmasyn_m,6020100,eco,fish,dogfish,phmasyn,,Spiny Dogfish,10,15,20,,,Spiny Dogfish,no
eco_fish_eulachon_spawn_d,eco_fish_eulachon_spawn_d,6030100,eco,fish,eulachon,spawn,,Eulachon,40,50,60,,,Eulachon,no
eco_fish_eulachon_summer_d,eco_fish_eulachon_summer_d,6030200,eco,fish,eulachon,summer,,Eulachon,40,50,60,,,Eulachon,no
eco_fish_hake_biomass_d,eco_fish_hake_biomass_d,6040100,eco,fish,hake,biomass,,Pacific hake ,10,15,20,1,,Pacific hake ,no
eco_fish_halibut_phmasynsab_m,eco_fish_halibut_phmasynsab_m,6050100,eco,fish,halibut,phmasynsab,,Pacific Halibut ,10,15,20,,,Pacific Halibut ,no
eco_fish_herring_ia_d,eco_fish_herring_ia_d,6060200,eco,fish,herring,ia,,Pacific herring ^,0,0,0,,^,Pacific herring ,no
eco_fish_herring_spawn_d,eco_fish_herring_spawn_d,6060100,eco,fish,herring,spawn,,Pacific herring ,20,30,40,,,Pacific herring ,no
eco_fish_lingcod_ccira_d,eco_fish_lingcod_ccira_d,6070400,eco,fish,lingcod,ccira,,Lingcod,20,30,40,,,Lingcod,no
eco_fish_lingcod_phmasynsab_m,eco_fish_lingcod_phmasynsab_m,6070100,eco,fish,lingcod,phmasynsab,,Lingcod,20,30,40,,,Lingcod,no
eco_fish_pacificcod_phmasyn_m,eco_fish_pacificcod_phmasyn_m,6080100,eco,fish,pacificcod,phmasyn,,Pacific Cod ,10,15,20,,,Pacific Cod ,no
eco_fish_pacificoceanperch_syn_m,eco_fish_pacificoceanperch_syn_m,6160100,eco,fish,pacificoceanperch,syn,,Pacific Ocean perch ,10,15,20,,,Pacific Ocean perch ,no
eco_fish_pollock_syn_m,eco_fish_pollock_syn_m,6090100,eco,fish,pollock,syn,,Walleye Pollock ,10,15,20,,,Walleye Pollock ,no
eco_fish_rockfishbocaccio_ccira_d,eco_fish_rockfishbocaccio_ccira_d,6100300,eco,fish,rockfishbocaccio,ccira,,Bocaccio,40,50,60,,,Bocaccio,no
eco_fish_rockfishcanary_ccira_d,eco_fish_rockfishcanary_ccira_d,6110300,eco,fish,rockfishcanary,ccira,,Canary Rockfish,10,15,20,,,Canary Rockfish,no
eco_fish_rockfishcanary_phmasyn_m,eco_fish_rockfishcanary_phmasyn_m,6110100,eco,fish,rockfishcanary,phmasyn,,Canary Rockfish,10,15,20,,,Canary Rockfish,no
eco_fish_rockfishchina_ccira_d,eco_fish_rockfishchina_ccira_d,6120200,eco,fish,rockfishchina,ccira,,China rockfish,20,30,40,,,China rockfish,no
eco_fish_rockfishchina_phma_m,eco_fish_rockfishchina_phma_m,6120100,eco,fish,rockfishchina,phma,,China rockfish,20,30,40,,,China rockfish,no
eco_fish_rockfishcopper_phmasyn_m,eco_fish_rockfishcopper_phmasyn_m,6130100,eco,fish,rockfishcopper,phmasyn,,Copper rockfish,20,30,40,,,Copper rockfish,no
eco_fish_rockfishdarkblotched_syn_m,eco_fish_rockfishdarkblotched_syn_m,6140100,eco,fish,rockfishdarkblotched,syn,,Darkblotched rockfish,20,30,40,,,Darkblotched rockfish,no
eco_fish_rockfishgreenstriped_phmasyn_m,eco_fish_rockfishgreenstriped_phmasyn_m,6150100,eco,fish,rockfishgreenstriped,phmasyn,,Greenstriped rockfish,10,15,20,,,Greenstriped rockfish,no
eco_fish_rockfishmidlived_ccira_d,eco_fish_rockfishmidlived_ccira_d,6600100,eco,fish,rockfishmidlived,ccira,,Mid-lived Rockfish,20,30,40,,,Mid-lived Rockfish,no
eco_fish_rockfishquillback_ccira_d,eco_fish_rockfishquillback_ccira_d,6170300,eco,fish,rockfishquillback,ccira,,Quillback Rockfish,20,30,40,,,Quillback Rockfish,no
eco_fish_rockfishquillback_phmasyn_m,eco_fish_rockfishquillback_phmasyn_m,6170100,eco,fish,rockfishquillback,phmasyn,,Quillback Rockfish,20,30,40,,,Quillback Rockfish,no
eco_fish_rockfishredstripe_syn_m,eco_fish_rockfishredstripe_syn_m,6180100,eco,fish,rockfishredstripe,syn,,Redstripe rockfish,20,30,40,,,Redstripe rockfish,no
eco_fish_rockfishrosethorn_ccira_d,eco_fish_rockfishrosethorn_ccira_d,6190300,eco,fish,rockfishrosethorn,ccira,,Rosethorn rockfish^,0,0,0,,^,Rosethorn rockfish,no
eco_fish_rockfishrosethorn_phmasyn_m,eco_fish_rockfishrosethorn_phmasyn_m,6190100,eco,fish,rockfishrosethorn,phmasyn,,Rosethorn rockfish,10,15,20,,,Rosethorn rockfish,no
eco_fish_rockfishrougheyeblackspotted_phmasyn_m,eco_fish_rockfishrougheyeblackspotted_phmasyn_m,6200100,eco,fish,rockfishrougheyeblackspotted,phmasyn,,Rougheye/Blackspotted Rockfish,40,50,60,,,Rougheye/Blackspotted Rockfish,no
eco_fish_rockfishshortraker_phmasyn_m,eco_fish_rockfishshortraker_phmasyn_m,6210100,eco,fish,rockfishshortraker,phmasyn,,Shortraker rockfish,20,30,40,,,Shortraker rockfish,no
eco_fish_rockfishsilvergray_ccira_d,eco_fish_rockfishsilvergray_ccira_d,6230300,eco,fish,rockfishsilvergray,ccira,,Silvergray rockfish,10,15,20,,,Silvergray rockfish,no
eco_fish_rockfishsilvergray_phmasyn_m,eco_fish_rockfishsilvergray_phmasyn_m,6230100,eco,fish,rockfishsilvergray,phmasyn,,Silvergray rockfish,10,15,20,,,Silvergray rockfish,no
eco_fish_rockfishtiger_ccira_d,eco_fish_rockfishtiger_ccira_d,6240200,eco,fish,rockfishtiger,ccira,,Tiger rockfish,20,30,40,,,Tiger rockfish,no
eco_fish_rockfishtiger_phma_m,eco_fish_rockfishtiger_phma_m,6240100,eco,fish,rockfishtiger,phma,,Tiger rockfish,20,30,40,,,Tiger rockfish,no
eco_fish_rockfishvermilion_phma_m,eco_fish_rockfishvermilion_phma_m,6250100,eco,fish,rockfishvermilion,phma,,Vermillion rockfish,10,15,20,,,Vermillion rockfish,no
eco_fish_rockfishwidow_syn_m,eco_fish_rockfishwidow_syn_m,6260100,eco,fish,rockfishwidow,syn,,Widow rockfish,20,30,40,,,Widow rockfish,no
eco_fish_rockfishyelloweye_ccira_d,eco_fish_rockfishyelloweye_ccira_d,6270300,eco,fish,rockfishyelloweye,ccira,,Yelloweye rockfish,40,50,60,,,Yelloweye rockfish,no
eco_fish_rockfishyelloweye_phmasyn_m,eco_fish_rockfishyelloweye_phmasyn_m,6270100,eco,fish,rockfishyelloweye,phmasyn,,Yelloweye rockfish,40,50,60,,,Yelloweye rockfish,no
eco_fish_rockfishyellowmouth_phmasyn_m,eco_fish_rockfishyellowmouth_phmasyn_m,6280100,eco,fish,rockfishyellowmouth,phmasyn,,Yellowmouth rockfish ,20,30,40,,,Yellowmouth rockfish ,no
eco_fish_rockfishyellowtail_phmasyn_m,eco_fish_rockfishyellowtail_phmasyn_m,6290100,eco,fish,rockfishyellowtail,phmasyn,,Yellowtail rockfish ,10,15,20,,,Yellowtail rockfish ,no
eco_fish_sablefish_phmasynsab_m,eco_fish_sablefish_phmasynsab_m,6300100,eco,fish,sablefish,phmasynsab,,Sablefish,10,15,20,,,Sablefish,no
eco_fish_salmon_biomass_d,eco_fish_salmon_biomass_d,6590100,eco,fish,salmon,biomass,,Pacific salmon,20,30,40,,,Pacific salmon,no
eco_fish_salmonchinook_diversity_d,eco_fish_salmonchinook_diversity_d,6590200,eco,fish,salmonchinook,diversity,,Chinook salmon,40,50,60,,,Chinook salmon,no
eco_fish_salmonchum_diversity_d,eco_fish_salmonchum_diversity_d,6590300,eco,fish,salmonchum,diversity,,Chum salmon,20,30,40,,,Chum salmon,no
eco_fish_salmoncoho_diversity_d,eco_fish_salmoncoho_diversity_d,6590400,eco,fish,salmoncoho,diversity,,Coho Salmon,20,30,40,,,Coho Salmon,no
eco_fish_salmonpinkeven_diversity_d,eco_fish_salmonpinkeven_diversity_d,6590600,eco,fish,salmonpinkeven,diversity,,Pink salmon (even),20,30,40,,,Pink salmon (even),no
eco_fish_salmonpinkodd_diversity_d,eco_fish_salmonpinkodd_diversity_d,6590500,eco,fish,salmonpinkodd,diversity,,Pink salmon (odd),20,30,40,,,Pink salmon (odd),no
eco_fish_salmonsockeye_diversity_d,eco_fish_salmonsockeye_diversity_d,6590700,eco,fish,salmonsockeye,diversity,,Sockeye salmon,20,30,40,,,Sockeye salmon,no
eco_fish_sandlance_syn_m,eco_fish_sandlance_syn_m,6310100,eco,fish,sandlance,syn,,Pacific Sand Lance,20,30,40,,,Pacific Sand Lance,no
eco_fish_skatebig_phmasyn_m,eco_fish_skatebig_phmasyn_m,6320100,eco,fish,skatebig,phmasyn,,Big Skate ,40,50,60,,,Big Skate ,no
eco_fish_skatelongnose_phmasyn_m,eco_fish_skatelongnose_phmasyn_m,6330100,eco,fish,skatelongnose,phmasyn,,Longnose skate,20,30,40,,,Longnose skate,no
eco_fish_skateroughtail_syn_m,eco_fish_skateroughtail_syn_m,6340100,eco,fish,skateroughtail,syn,,Roughtail skate^,0,0,0,,^,Roughtail skate,no
eco_fish_skatesandpaper_phmasyn_m,eco_fish_skatesandpaper_phmasyn_m,6350100,eco,fish,skatesandpaper,phmasyn,,Sandpaper skate,10,15,20,,,Sandpaper skate,no
eco_fish_soledover_syn_m,eco_fish_soledover_syn_m,6360100,eco,fish,soledover,syn,,Dover sole ,10,15,20,,,Dover sole ,no
eco_fish_solepetrale_syn_m,eco_fish_solepetrale_syn_m,6370100,eco,fish,solepetrale,syn,,Petrale sole ,10,15,20,,,Petrale sole ,no
eco_fish_solerex_syn_m,eco_fish_solerex_syn_m,6380100,eco,fish,solerex,syn,,Rex Sole,10,15,20,,,Rex Sole,no
eco_fish_solerock_phmasyn_m,eco_fish_solerock_phmasyn_m,6390100,eco,fish,solerock,phmasyn,,Rock sole ,10,15,20,,,Rock sole ,no
eco_fish_sturgeon_ia_d,eco_fish_sturgeon_ia_d,6400100,eco,fish,sturgeon,ia,,Green Sturgeon,20,30,40,,,Green Sturgeon,no
eco_fish_thornyheadlongspine_syn_m,eco_fish_thornyheadlongspine_syn_m,6410100,eco,fish,thornyheadlongspine,syn,,Longspine Thornyhead,20,30,40,,,Longspine Thornyhead,no
eco_fish_thornyheadshortspine_syn_m,eco_fish_thornyheadshortspine_syn_m,6420100,eco,fish,thornyheadshortspine,syn,,Shortspine Thornyhead,10,15,20,,,Shortspine Thornyhead,no
eco_inverts_alcyonacea_model_d,eco_inverts_alcyonacea_model_d,7010100,eco,inverts,alcyonacea,model,,Soft corals,20,30,40,,,Soft corals,no
eco_inverts_antipatharia_model_d,eco_inverts_antipatharia_model_d,7020100,eco,inverts,antipatharia,model,,Black corals,20,30,40,,,Black corals,no
eco_inverts_clambutter_records_d,eco_inverts_clambutter_records_d,7420100,eco,inverts,clambutter,records,,Butter clams,20,30,40,,,Butter clams,no
eco_inverts_clamhorse_records_d,eco_inverts_clamhorse_records_d,7470100,eco,inverts,clamhorse,records,,Horse clam,20,30,40,,,Horse clam,no
eco_inverts_clamlittleneck_records_d,eco_inverts_clamlittleneck_records_d,7200100,eco,inverts,clamlittleneck,records,,Littleneck clam^,0,0,0,,^,Littleneck clam,no
eco_inverts_clamrazor_ia_d,eco_inverts_clamrazor_ia_d,7440100,eco,inverts,clamrazor,ia,,Razor clam,20,30,40,,,Razor clam,no
eco_inverts_cockle_records_d,eco_inverts_cockle_records_d,7080100,eco,inverts,cockle,records,,Cockles,20,30,40,,,Cockles,no
eco_inverts_coral_ccira_m,eco_inverts_coral_ccira_m,7490100,eco,inverts,coral,ccira,,Corals,20,30,40,,,Corals,no
eco_inverts_coral_trawlsyn_d,eco_inverts_coral_trawlsyn_d,7090100,eco,inverts,coral,trawlsyn,,Corals,20,30,40,,,Corals,no
eco_inverts_dungeness_ia_d,eco_inverts_dungeness_ia_d,7240100,eco,inverts,dungeness,ia,,Dungeness crab ^,0,0,0,,^,Dungeness crab ,no
eco_inverts_dungeness_records_d,eco_inverts_dungeness_records_d,7240200,eco,inverts,dungeness,records,,Dungeness crab ,10,15,20,,,Dungeness crab ,no
eco_inverts_geoduck_records_d,eco_inverts_geoduck_records_d,7360100,eco,inverts,geoduck,records,,Geoduck,20,30,40,,,Geoduck,no
eco_inverts_octopusgiantpacific_records_d,eco_inverts_octopusgiantpacific_records_d,7140100,eco,inverts,octopusgiantpacific,records,,Giant pacific octopus,20,30,40,,,Giant pacific octopus,no
eco_inverts_olympiaoyster_records_d,eco_inverts_olympiaoyster_records_d,7290100,eco,inverts,olympiaoyster,records,,Olympia Oyster^,0,0,0,,^,Olympia Oyster,no
eco_inverts_pennatulacea_model_d,eco_inverts_pennatulacea_model_d,7380200,eco,inverts,pennatulacea,model,,Sea pens,20,30,40,,,Sea pens,no
eco_inverts_pennatulacea_trawlsyn_d,eco_inverts_pennatulacea_trawlsyn_d,7380100,eco,inverts,pennatulacea,trawlsyn,,Sea pens,20,30,40,,,Sea pens,no
eco_inverts_scallops_syn_d,eco_inverts_scallops_syn_d,7480100,eco,inverts,scallops,syn,,Scallops,10,15,20,,,Scallops,no
eco_inverts_scleractinia_model_d,eco_inverts_scleractinia_model_d,7430100,eco,inverts,scleractinia,model,,Hand or stony corals,20,30,40,,,Hand or stony corals,no
eco_inverts_seastarsunflower_records_d,eco_inverts_seastarsunflower_records_d,7410100,eco,inverts,seastarsunflower,records,,Sunflower sea star,20,30,40,,,Sunflower sea star,no
eco_inverts_sponge_ccira_m,eco_inverts_sponge_ccira_m,7500100,eco,inverts,sponge,ccira,,Sponge,40,50,60,,,Sponge,no
eco_inverts_sponge_trawlsyn_d,eco_inverts_sponge_trawlsyn_d,7450100,eco,inverts,sponge,trawlsyn,,Demospongiae,20,30,40,,,Demospongiae,no
eco_inverts_spongereef_polygons_m,eco_inverts_spongereef_polygons_m,7450200,eco,inverts,spongereef,polygons,,Hexactinellida,40,50,60,,,Hexactinellida,no
eco_inverts_squidopal_records_d,eco_inverts_squidopal_records_d,7130100,eco,inverts,squidopal,records,,Opal squid,20,30,40,,,Opal squid,no
eco_inverts_tannercrabdeep_sab_d,eco_inverts_tannercrabdeep_sab_d,7050100,eco,inverts,tannercrabdeep,sab,,Deepwater grooved tanner crab,10,15,20,,,Deepwater grooved tanner crab,no
eco_inverts_urchingreen_records_d,eco_inverts_urchingreen_records_d,7460100,eco,inverts,urchingreen,records,,Green Urchin,20,30,40,,,Green Urchin,no
eco_inverts_urchinred_records_d,eco_inverts_urchinred_records_d,7230100,eco,inverts,urchinred,records,,Red Urchin,20,30,40,,,Red Urchin,no
eco_mammals_bluewhale_ia_d,eco_mammals_bluewhale_ia_d,8160100,eco,mammals,bluewhale,ia,,Blue Whale^,0,0,0,,^,Blue Whale,no
eco_mammals_dallsporpoise_density_d,eco_mammals_dallsporpoise_density_d,8010100,eco,mammals,dallsporpoise,density,,Dall's Porpoise,10,15,20,,,Dall's Porpoise,no
eco_mammals_finwhale_density_d,eco_mammals_finwhale_density_d,8180100,eco,mammals,finwhale,density,,Fin whale,10,15,20,,,Fin whale,no
eco_mammals_finwhale_hsi_d,eco_mammals_finwhale_hsi_d,8180300,eco,mammals,finwhale,hsi,,Fin whale,0,0,0,,,Fin whale,no
eco_mammals_finwhale_ia_d,eco_mammals_finwhale_ia_d,8180200,eco,mammals,finwhale,ia,,Fin whale^,0,0,0,,^,Fin whale,no
eco_mammals_furseal_ia_d,eco_mammals_furseal_ia_d,8130100,eco,mammals,furseal,ia,,Northern fur seal^,0,0,0,,^,Northern fur seal,no
eco_mammals_greywhale_density_d,eco_mammals_greywhale_density_d,8190100,eco,mammals,greywhale,density,,Grey Whale,10,15,20,,,Grey Whale,no
eco_mammals_greywhale_migrationroute_d,eco_mammals_greywhale_migrationroute_d,8190200,eco,mammals,greywhale,migrationroute,,Grey Whale^,0,0,0,,^,Grey Whale,no
eco_mammals_harbourporpoise_density_d,eco_mammals_harbourporpoise_density_d,8020100,eco,mammals,harbourporpoise,density,,Harbour porpoise^,0,0,0,,^,Harbour porpoise,no
eco_mammals_harbourseal_haulouts_m,eco_mammals_harbourseal_haulouts_m,8110100,eco,mammals,harbourseal,haulouts,,Harbour seal,40,50,60,,,Harbour seal,no
eco_mammals_humpbackwhale_ch_d,eco_mammals_humpbackwhale_ch_d,8200200,eco,mammals,humpbackwhale,ch,,Humpback Whale,20,30,40,,,Humpback Whale,no
eco_mammals_humpbackwhale_density_d,eco_mammals_humpbackwhale_density_d,8200100,eco,mammals,humpbackwhale,density,,Humpback Whale,10,15,20,,,Humpback Whale,no
eco_mammals_killerwhaleresident_ch_d,eco_mammals_killerwhaleresident_ch_d,8060100,eco,mammals,killerwhaleresident,ch,,Orca NE Pacific Northern Residents,40,50,60,,,Orca NE Pacific Northern Residents,no
eco_mammals_killerwhaleresident_hsi_d,eco_mammals_killerwhaleresident_hsi_d,8060300,eco,mammals,killerwhaleresident,hsi,,Orca NE Pacific Northern Residents,40,50,60,,,Orca NE Pacific Northern Residents,no
eco_mammals_killerwhaleresident_ia_d,eco_mammals_killerwhaleresident_ia_d,8060400,eco,mammals,killerwhaleresident,ia,,Orca NE Pacific Northern Residents^,0,0,0,,^,Orca NE Pacific Northern Residents,no
eco_mammals_killerwhaleresident_potentialch_d,eco_mammals_killerwhaleresident_potentialch_d,8060200,eco,mammals,killerwhaleresident,potentialch,,Orca NE Pacific Northern Residents,40,50,60,,,Orca NE Pacific Northern Residents,no
eco_mammals_killerwhaletransient_hsi_d,eco_mammals_killerwhaletransient_hsi_d,8090100,eco,mammals,killerwhaletransient,hsi,,Orca NE Pacific Transients^,0,0,0,,^,Orca NE Pacific Transients,no
eco_mammals_minkewhale_density_d,eco_mammals_minkewhale_density_d,8170100,eco,mammals,minkewhale,density,,Minke whale^,0,0,0,,^,Minke whale,no
eco_mammals_northernrightwhaledolphin_density_d,eco_mammals_northernrightwhaledolphin_density_d,8030100,eco,mammals,northernrightwhaledolphin,density,,Northern Right Whale Dolphin^,0,0,0,,^,Northern Right Whale Dolphin,no
eco_mammals_pacificwhitesideddolphin_density_d,eco_mammals_pacificwhitesideddolphin_density_d,8040100,eco,mammals,pacificwhitesideddolphin,density,,Pacific white-sided dolphin,10,15,20,,,Pacific white-sided dolphin,no
eco_mammals_seaotter_ia_d,eco_mammals_seaotter_ia_d,8150200,eco,mammals,seaotter,ia,,Sea otter^,0,0,0,,^,Sea otter,no
eco_mammals_seaotter_modeledhabitat_d,eco_mammals_seaotter_modeledhabitat_d,8150100,eco,mammals,seaotter,modeledhabitat,,Sea otter,40,50,60,,,Sea otter,no
eco_mammals_seiwhale_ia_d,eco_mammals_seiwhale_ia_d,8220100,eco,mammals,seiwhale,ia,,Sei whale^,0,0,0,,^,Sei whale,no
eco_mammals_spermwhale_density_d,eco_mammals_spermwhale_density_d,8230100,eco,mammals,spermwhale,density,,Sperm Whale,10,15,20,,,Sperm Whale,no
eco_mammals_spermwhale_ia_d,eco_mammals_spermwhale_ia_d,8230200,eco,mammals,spermwhale,ia,,Sperm Whale^,0,0,0,,^,Sperm Whale,no
eco_mammals_stellersealion_hauloutswinter_m,eco_mammals_stellersealion_hauloutswinter_m,8140300,eco,mammals,stellersealion,hauloutswinter,,Steller sea lion,40,50,60,,,Steller sea lion,no
eco_mammals_stellersealion_hauloutsyearround_m,eco_mammals_stellersealion_hauloutsyearround_m,8140100,eco,mammals,stellersealion,hauloutsyearround,,Steller sea lion,40,50,60,,,Steller sea lion,no
eco_mammals_stellersealion_rookeries_m,eco_mammals_stellersealion_rookeries_m,8140200,eco,mammals,stellersealion,rookeries,,Steller sea lion,40,50,60,,,Steller sea lion,no
eco_plants_bullkelp_biobands_d,eco_plants_bullkelp_biobands_d,4020200,eco,plants,bullkelp,biobands,,Bull Kelp,20,30,40,,,Bull Kelp,no
eco_plants_bullkelp_polygons_d,eco_plants_bullkelp_polygons_d,4020100,eco,plants,bullkelp,polygons,,Bull Kelp,20,30,40,,,Bull Kelp,no
eco_plants_chlorophylla_bloom_d,eco_plants_chlorophylla_bloom_d,4010200,eco,plants,chlorophylla,bloom,,Phytoplankton^,0,0,0,1,^,Phytoplankton,no
eco_plants_chlorophylla_concentration_d,eco_plants_chlorophylla_concentration_d,4010100,eco,plants,chlorophylla,concentration,,Phytoplankton,20,30,40,,,Phytoplankton,no
eco_plants_eelgrass_biobands_d,eco_plants_eelgrass_biobands_d,4040300,eco,plants,eelgrass,biobands,,Eelgrass,20,30,40,,,Eelgrass,no
eco_plants_eelgrass_polygons_d,eco_plants_eelgrass_polygons_d,4040100,eco,plants,eelgrass,polygons,,Eelgrass,20,30,40,,,Eelgrass,no
eco_plants_eelgrass_prioritypolygons_d,eco_plants_eelgrass_prioritypolygons_d,4040200,eco,plants,eelgrass,prioritypolygons,,Eelgrass,20,30,40,,,Eelgrass,no
eco_plants_generalkelp_polygons_d,eco_plants_generalkelp_polygons_d,4060100,eco,plants,generalkelp,polygons,,General Kelp,20,30,40,,,General Kelp,no
eco_plants_giantkelp_biobands_d,eco_plants_giantkelp_biobands_d,4030200,eco,plants,giantkelp,biobands,,Giant Kelp,20,30,40,,,Giant Kelp,no
eco_plants_giantkelp_polygons_d,eco_plants_giantkelp_polygons_d,4030100,eco,plants,giantkelp,polygons,,Giant Kelp,20,30,40,,,Giant Kelp,no
eco_plants_surfgrass_biobands_d,eco_plants_surfgrass_biobands_d,4050100,eco,plants,surfgrass,biobands,,Surfgrass,20,30,40,,,Surfgrass,no
eco_reptiles_leatherbackturtle_ia_d,eco_reptiles_leatherbackturtle_ia_d,9010100,eco,reptiles,leatherbackturtle,ia,,Leatherback sea turtle,20,30,40,,,Leatherback sea turtle,no
eco_mammals_californiasealion_haulouts_d,eco_mammals_californiasealion_haulouts_d,8100100,eco,mammals,californiasealion,haulouts,,California sea lion,0,0,0,,,California sea lion,no
eco_inverts_crabpugetsoundking_records_d,eco_inverts_crabpugetsoundking_records_d,7220100,eco,inverts,crabpugetsoundking,records,,crab puget sound king^,0,0,0,,^,crab puget sound king,no
eco_inverts_prawn_records_d,eco_inverts_prawn_records_d,7350100,eco,inverts,prawn,records,,Prawn^,0,0,0,,^,Prawn,no
eco_inverts_purplerockscallop_records_d,eco_inverts_purplerockscallop_records_d,7100100,eco,inverts,purplerockscallop,records,,Purple-hinged rock scallop^,0,0,0,,^,Purple-hinged rock scallop,no
